year_month,city,boosted_rate_0-4 Years,boosted_rate_12-15 Years,boosted_rate_16-19 Years,boosted_rate_20-29 Years,boosted_rate_30-49 Years,boosted_rate_5-11 Years,boosted_rate_50-64 Years,boosted_rate_65-74 Years,boosted_rate_75+ Years,fully_vac_rate_0-19 Years,fully_vac_rate_0-4 Years,fully_vac_rate_12-15 Years,fully_vac_rate_16-19 Years,fully_vac_rate_20-29 Years,fully_vac_rate_30-49 Years,fully_vac_rate_5-11 Years,fully_vac_rate_50-64 Years,fully_vac_rate_65-74 Years,fully_vac_rate_75+ Years,onedose_vac_rate_0-19 Years,onedose_vac_rate_0-4 Years,onedose_vac_rate_12-15 Years,onedose_vac_rate_16-19 Years,onedose_vac_rate_20-29 Years,onedose_vac_rate_30-49 Years,onedose_vac_rate_5-11 Years,onedose_vac_rate_50-64 Years,onedose_vac_rate_65-74 Years,onedose_vac_rate_75+ Years,onedose_vac_rate_Total_x,boosted_rate_AI/AN,boosted_rate_Asian,boosted_rate_Black,boosted_rate_Hispanic,boosted_rate_Multi,boosted_rate_NH/PI,boosted_rate_Other/Unknown,boosted_rate_White,fully_vac_rate_AI/AN,fully_vac_rate_Asian,fully_vac_rate_Black,fully_vac_rate_Hispanic,fully_vac_rate_Multi,fully_vac_rate_NH/PI,fully_vac_rate_Other/Unknown,fully_vac_rate_White,onedose_vac_rate_AI/AN,onedose_vac_rate_Asian,onedose_vac_rate_Black,onedose_vac_rate_Hispanic,onedose_vac_rate_Multi,onedose_vac_rate_Other/Unknown,onedose_vac_rate_Total_y,onedose_vac_rate_White,boosted_rate_Female,boosted_rate_Male,boosted_rate_Other,boosted_rate_Total,fully_vac_rate_Female,fully_vac_rate_Male,fully_vac_rate_Other,fully_vac_rate,onedose_vac_rate_Female,onedose_vac_rate_Male,onedose_vac_rate_Other,onedose_vac_rate_Total,Year,Month,Labor Force,Employed,Unemployed,city_rate,Massachusetts Rate
2021-10,Revere,,0.0,7.000000000000000,12.0,19.0,,29.000000000000000,47.0,42.0,,,71.0,73.0,78.0,83.0,,78.0,81.0,66.0,,,81.0,84.0,91.0,93.0,,85.0,89.0,77.0,77.0,16.0,25.0,11.0,13.0,64.0,,inf,25.0,80.0,70.0,50.0,58.00000000000000,99.0,,inf,62.0,91.0,76.0,56.00000000000000,66.0,97.0,inf,76.0,68.0,22.0,18.0,inf,20.0,71.0,66.0,inf,68.0,79.0,74.0,inf,77.0,2021,10,28559,27177,1382,4.8,4.2
2021-10,Wellesley,,0.0,20.0,23.0,53.0,,68.0,62.0,72.0,,,95.0,57.00000000000000,54.0,87.0,,97.0,82.0,93.0,,,99.0,65.0,64.0,94.0,,,96.0,,76.0,,25.0,19.0,18.0,93.0,,inf,41.0,,52.0,57.00000000000000,38.0,,,inf,68.0,,59.0,65.0,44.0,,inf,97.0,75.0,38.0,39.0,,,66.0,70.0,inf,68.0,74.0,78.0,inf,76.0,2021,10,13306,12843,463,3.5,4.2
2021-11,Chelsea,,0.0,7.000000000000000,12.0,22.0,0.0,39.0,60.0,61.0,,,87.0,88.0,79.0,93.0,2.0,99.0,,97.0,,,99.0,,96.0,99.0,17.0,,,,91.0,9.0,50.0,13.0,14.000000000000000,49.0,,inf,40.0,51.0,97.0,48.0,64.0,99.0,,inf,86.0,58.00000000000000,100.0,58.00000000000000,74.0,98.0,inf,98.0,98.0,24.0,19.0,,21.0,80.0,73.0,inf,77.0,96.0,87.0,inf,91.0,2021,11,20358,19516,842,4.1,3.8
2021-11,New Bedford,,0.0,3.0,5.0,12.0,0.0,25.0,43.0,42.0,,,38.0,45.0,45.0,59.0,1.0,72.0,81.0,78.0,,,47.0,53.0,54.0,69.0,8.0,82.0,93.0,88.0,61.0,5.0,13.0,13.0,7.000000000000000,14.000000000000000,22.0,inf,18.0,30.0,51.0,52.0,44.0,33.0,89.0,inf,49.0,39.0,58.00000000000000,62.0,55.00000000000000,37.0,inf,68.0,55.00000000000000,17.0,14.000000000000000,,23.0,54.0,50.0,inf,52.0,63.0,58.00000000000000,inf,61.0,2021,11,47342,44522,2820,6.0,3.8
2021-11,Newton,,1.0,21.0,27.0,56.00000000000000,0.0,66.0,74.0,76.0,,,,58.00000000000000,68.0,99.0,11.0,100.0,,100.0,,,,65.0,79.0,100.0,64.0,,,,97.0,23.0,35.0,31.0,24.0,87.0,,inf,46.0,69.0,70.0,80.0,60.0,,,inf,77.0,100.0,82.0,93.0,72.0,,inf,,91.0,46.0,42.0,inf,44.0,81.0,80.0,inf,81.0,97.0,96.0,inf,97.0,2021,11,47743,46399,1344,2.8,3.8
2021-11,Revere,,0.0,7.000000000000000,12.0,19.0,0.0,29.000000000000000,47.0,42.0,,,73.0,75.0,81.0,85.0,1.0,79.0,83.0,68.0,,,84.0,85.0,94.0,96.0,15.0,88.0,95.0,80.0,81.0,16.0,25.0,11.0,13.0,64.0,,inf,25.0,80.0,71.0,52.0,60.0,99.0,,inf,64.0,93.0,80.0,59.0,69.0,97.0,inf,98.0,72.0,22.0,18.0,inf,20.0,72.0,68.0,inf,70.0,83.0,78.0,inf,81.0,2021,11,28672,27467,1205,4.2,3.8
2021-11,Wellesley,,0.0,20.0,23.0,53.0,0.0,68.0,62.0,72.0,,,97.0,57.00000000000000,56.00000000000000,87.0,7.000000000000000,98.0,84.0,95.0,,,99.0,67.0,68.0,98.0,61.0,,99.0,,85.0,,25.0,19.0,18.0,93.0,,inf,41.0,,54.0,57.00000000000000,40.0,,,inf,69.0,,67.0,68.0,51.0,,inf,97.0,84.0,38.0,39.0,,,67.0,72.0,inf,77.0,83.0,89.0,inf,85.0,2021,11,13397,12979,418,3.1,3.8
2021-12,Chelsea,,0.0,7.000000000000000,12.0,22.0,0.0,39.0,60.0,61.0,,,90.0,90.0,81.0,95.0,14.000000000000000,100.0,,98.0,,,,,99.0,99.0,34.0,,,,95.0,9.0,50.0,13.0,14.000000000000000,49.0,,inf,40.0,51.0,97.0,50.0,67.0,99.0,,inf,88.0,58.00000000000000,100.0,59.0,79.0,98.0,inf,98.0,100.0,24.0,19.0,,21.0,83.0,75.0,inf,79.0,99.0,91.0,inf,95.0,2021,12,20305,19464,841,4.1,3.6
2021-12,New Bedford,,0.0,3.0,5.0,12.0,0.0,25.0,43.0,42.0,,,40.0,47.0,47.0,61.0,9.0,74.0,83.0,78.0,,,49.0,55.00000000000000,56.00000000000000,71.0,15.0,84.0,93.0,89.0,63.0,5.0,13.0,13.0,7.000000000000000,14.000000000000000,22.0,inf,18.0,33.0,54.0,55.00000000000000,46.0,37.0,89.0,inf,51.0,43.0,61.0,65.0,57.00000000000000,41.0,inf,68.0,57.00000000000000,17.0,14.000000000000000,,23.0,56.00000000000000,52.0,inf,54.0,65.0,60.0,inf,63.0,2021,12,47088,44201,2887,6.1,3.6
2021-12,Newton,,1.0,21.0,27.0,56.00000000000000,0.0,66.0,74.0,76.0,,,,59.0,69.0,100.0,73.0,,,,,,,68.0,82.0,100.0,87.0,,,,99.0,23.0,35.0,31.0,24.0,87.0,,inf,46.0,70.0,76.0,84.0,64.0,,,inf,81.0,100.0,87.0,97.0,77.0,,inf,,92.0,46.0,42.0,inf,44.0,86.0,85.0,inf,86.0,100.0,98.0,inf,99.0,2021,12,47493,46276,1217,2.6,3.6
2021-12,Revere,,0.0,7.000000000000000,12.0,19.0,0.0,29.000000000000000,47.0,42.0,,,75.0,75.0,82.0,86.0,14.000000000000000,80.0,83.0,69.0,,,86.0,87.0,97.0,98.0,29.000000000000000,89.0,95.0,80.0,83.0,16.0,25.0,11.0,13.0,64.0,,inf,25.0,80.0,74.0,53.0,63.0,99.0,,inf,66.0,96.0,82.0,61.0,73.0,97.0,inf,98.0,73.0,22.0,18.0,inf,20.0,74.0,70.0,inf,72.0,85.0,80.0,inf,83.0,2021,12,28570,27394,1176,4.1,3.6
2021-12,Wellesley,,0.0,20.0,23.0,53.0,0.0,68.0,62.0,72.0,,,98.0,58.00000000000000,58.00000000000000,87.0,46.0,98.0,84.0,96.0,,,99.0,70.0,75.0,98.0,74.0,,99.0,,88.0,,25.0,19.0,18.0,93.0,,inf,41.0,,58.00000000000000,57.00000000000000,43.0,,,inf,73.0,,70.0,70.0,55.00000000000000,,inf,97.0,86.0,38.0,39.0,,,72.0,76.0,inf,77.0,85.0,91.0,inf,88.0,2021,12,13297,12945,352,2.6,3.6
2022-01,Chelsea,,5.0,16.0,18.0,28.000000000000000,0.0,46.0,63.0,62.0,,,90.0,90.0,81.0,95.0,23.0,100.0,,98.0,,,,,,99.0,43.0,,,,95.0,12.0,50.0,18.0,19.0,49.0,,inf,42.0,51.0,97.0,52.0,67.0,99.0,,inf,88.0,58.00000000000000,100.0,62.0,80.0,98.0,inf,98.0,100.0,29.000000000000000,23.0,,26.0,83.0,75.0,inf,79.0,100.0,91.0,inf,95.0,2022,1,20469,19409,1060,5.2,4.6
2022-01,New Bedford,,3.0,10.0,10.0,17.0,0.0,33.0,50.0,48.0,,,42.0,49.0,48.0,61.0,13.0,74.0,83.0,78.0,,,53.0,59.0,60.0,71.0,20.0,84.0,93.0,89.0,65.0,7.000000000000000,20.0,18.0,11.0,14.000000000000000,22.0,inf,23.0,36.0,55.00000000000000,57.00000000000000,47.0,37.0,89.0,inf,52.0,47.0,65.0,67.0,58.00000000000000,41.0,inf,68.0,58.00000000000000,22.0,19.0,,23.0,57.00000000000000,53.0,inf,55.00000000000000,67.0,62.0,inf,65.0,2022,1,47496,43601,3895,8.2,4.6
2022-01,Newton,,42.0,36.0,37.0,67.0,0.0,76.0,81.0,83.0,,,,60.0,70.0,100.0,80.0,,,,,,,70.0,86.0,100.0,91.0,,,,100.0,25.0,46.0,38.0,32.0,87.0,,inf,55.00000000000000,75.0,78.0,84.0,66.0,,,inf,82.0,100.0,89.0,97.0,81.0,,inf,,92.0,56.00000000000000,53.0,inf,55.00000000000000,88.0,87.0,inf,87.0,100.0,99.0,inf,100.0,2022,1,47545,46145,1400,2.9,4.6
2022-01,Revere,,4.0,17.0,21.0,27.0,0.0,40.0,55.00000000000000,47.0,,,75.0,76.0,84.0,86.0,24.0,81.0,84.0,69.0,,,87.0,90.0,98.0,98.0,38.0,91.0,95.0,80.0,84.0,16.0,35.0,18.0,19.0,64.0,,inf,32.0,80.0,74.0,54.0,65.0,99.0,,inf,67.0,96.0,83.0,63.0,78.0,97.0,inf,98.0,74.0,30.0,25.0,inf,27.0,74.0,70.0,inf,72.0,87.0,82.0,inf,84.0,2022,1,28904,27316,1588,5.5,4.6
2022-01,Wellesley,,33.0,35.0,30.0,60.0,0.0,75.0,67.0,78.0,,,100.0,59.0,59.0,87.0,69.0,98.0,84.0,96.0,,,99.0,73.0,80.0,98.0,82.0,,99.0,,89.0,,33.0,23.0,24.0,93.0,,inf,50.0,,62.0,57.00000000000000,45.0,,,inf,76.0,,74.0,70.0,59.0,,inf,97.0,86.0,47.0,49.0,,,74.0,79.0,inf,77.0,87.0,92.0,inf,89.0,2022,1,13316,12908,408,3.1,4.6
2022-02,Chelsea,,12.0,20.0,21.0,32.0,0.0,51.0,67.0,65.0,,,90.0,90.0,81.0,95.0,32.0,100.0,,98.0,,,,,,99.0,51.0,,,,97.0,13.0,50.0,21.0,23.0,49.0,,inf,44.0,51.0,97.0,54.0,68.0,99.0,,inf,88.0,58.00000000000000,100.0,64.0,82.0,98.0,inf,98.0,100.0,33.0,26.0,,30.0,83.0,75.0,inf,79.0,100.0,91.0,inf,97.0,2022,2,20578,19537,1041,5.1,4.3
2022-02,New Bedford,,5.0,12.0,12.0,19.0,0.0,36.0,53.0,52.0,,,45.0,51.0,51.0,62.0,17.0,74.0,84.0,78.0,,,55.00000000000000,61.0,63.0,73.0,23.0,84.0,94.0,89.0,66.0,8.0,22.0,20.0,14.000000000000000,14.000000000000000,22.0,inf,25.0,37.0,56.00000000000000,59.0,50.0,37.0,89.0,inf,53.0,49.0,67.0,69.0,61.0,41.0,inf,68.0,59.0,24.0,21.0,,23.0,59.0,54.0,inf,57.00000000000000,68.0,64.0,inf,66.0,2022,2,47643,43833,3810,8.0,4.3
2022-02,Newton,,52.0,38.0,39.0,69.0,0.0,78.0,82.0,84.0,,,,61.0,70.0,100.0,85.0,,,,,,,71.0,87.0,100.0,93.0,,,,,30.0,48.0,42.0,34.0,94.0,,inf,57.00000000000000,77.0,79.0,84.0,67.0,,,inf,83.0,100.0,90.0,97.0,83.0,,inf,,93.0,58.00000000000000,56.00000000000000,inf,57.00000000000000,88.0,88.0,inf,88.0,,100.0,inf,,2022,2,47634,46449,1185,2.5,4.3
2022-02,Revere,,9.0,22.0,26.0,32.0,0.0,44.0,58.00000000000000,50.0,,,78.0,79.0,86.0,86.0,32.0,82.0,84.0,70.0,,,90.0,93.0,,98.0,43.0,92.0,95.0,81.0,86.0,19.0,39.0,22.0,23.0,64.0,,inf,35.0,80.0,74.0,56.00000000000000,68.0,99.0,,inf,68.0,96.0,85.0,64.0,80.0,97.0,inf,98.0,75.0,34.0,28.000000000000000,inf,31.0,76.0,72.0,inf,74.0,89.0,84.0,inf,86.0,2022,2,28968,27496,1472,5.1,4.3
2022-02,Wellesley,,44.0,37.0,32.0,62.0,0.0,77.0,68.0,79.0,,,100.0,60.0,59.0,87.0,73.0,98.0,84.0,96.0,,,99.0,75.0,82.0,98.0,83.0,,99.0,,90.0,,35.0,25.0,25.0,93.0,,inf,51.0,,63.0,57.00000000000000,46.0,,,inf,76.0,,76.0,70.0,61.0,,inf,97.0,86.0,49.0,50.0,,,75.0,80.0,inf,77.0,88.0,93.0,inf,90.0,2022,2,13341,12994,347,2.6,4.3
2022-03,Chelsea,,16.0,24.0,24.0,35.0,0.0,54.0,69.0,66.0,,,97.0,91.0,82.0,95.0,39.0,100.0,,98.0,,,,,,99.0,56.00000000000000,,,,97.0,15.0,50.0,23.0,25.0,49.0,,inf,46.0,51.0,97.0,55.00000000000000,69.0,99.0,,inf,88.0,58.00000000000000,100.0,65.0,84.0,98.0,inf,98.0,100.0,36.0,28.000000000000000,,32.0,83.0,75.0,inf,79.0,100.0,91.0,inf,97.0,2022,3,20569,19643,926,4.5,3.9
2022-03,New Bedford,,6.0,14.000000000000000,13.0,21.0,0.0,38.0,55.00000000000000,55.00000000000000,,,47.0,53.0,52.0,63.0,19.0,75.0,84.0,78.0,,,56.00000000000000,63.0,64.0,73.0,25.0,84.0,94.0,89.0,67.0,10.0,24.0,23.0,16.0,14.000000000000000,22.0,inf,26.0,39.0,56.00000000000000,61.0,52.0,37.0,89.0,inf,53.0,50.0,67.0,71.0,64.0,41.0,inf,68.0,59.0,26.0,22.0,,24.0,60.0,55.00000000000000,inf,58.00000000000000,69.0,64.0,inf,67.0,2022,3,47514,44171,3343,7.0,3.9
2022-03,Newton,,56.00000000000000,40.0,40.0,71.0,0.0,79.0,83.0,86.0,,,,61.0,70.0,100.0,87.0,,,,,,,71.0,88.0,100.0,94.0,,,,,30.0,50.0,44.0,35.0,94.0,,inf,58.00000000000000,78.0,80.0,84.0,68.0,,,inf,83.0,100.0,90.0,97.0,83.0,,inf,,93.0,59.0,57.00000000000000,inf,58.00000000000000,89.0,88.0,inf,88.0,,100.0,inf,,2022,3,47879,46702,1177,2.5,3.9
2022-03,Revere,,12.0,26.0,28.000000000000000,35.0,0.0,47.0,61.0,51.0,,,80.0,80.0,87.0,86.0,36.0,82.0,84.0,70.0,,,91.0,94.0,,98.0,46.0,92.0,95.0,81.0,87.0,19.0,40.0,25.0,26.0,64.0,,inf,37.0,80.0,75.0,57.00000000000000,69.0,99.0,,inf,69.0,96.0,85.0,65.0,81.0,97.0,inf,98.0,76.0,37.0,30.0,inf,34.0,77.0,73.0,inf,75.0,89.0,84.0,inf,87.0,2022,3,28959,27646,1313,4.5,3.9
2022-03,Wellesley,,48.0,39.0,33.0,63.0,0.0,77.0,69.0,80.0,,,100.0,60.0,59.0,87.0,74.0,98.0,84.0,96.0,,,99.0,76.0,82.0,98.0,83.0,,99.0,,90.0,,36.0,27.0,25.0,93.0,,inf,52.0,,63.0,57.00000000000000,47.0,,,inf,76.0,,77.0,70.0,61.0,,inf,97.0,86.0,50.0,51.0,,,75.0,80.0,inf,77.0,88.0,93.0,inf,90.0,2022,3,13417,13064,353,2.6,3.9
2022-04,Chelsea,,18.0,25.0,24.0,36.0,0.0,55.00000000000000,71.0,68.0,,,97.0,91.0,82.0,95.0,41.0,100.0,,98.0,,,,,,99.0,58.00000000000000,,,,97.0,16.0,50.0,24.0,26.0,49.0,,inf,47.0,51.0,97.0,55.00000000000000,70.0,99.0,,inf,88.0,58.00000000000000,100.0,65.0,85.0,98.0,inf,98.0,100.0,37.0,29.000000000000000,,33.0,83.0,75.0,inf,79.0,100.0,93.0,inf,97.0,2022,4,20281,19486,795,3.9,3.5
2022-04,New Bedford,,7.000000000000000,15.0,14.000000000000000,21.0,0.0,39.0,56.00000000000000,56.00000000000000,,,48.0,54.0,53.0,63.0,20.0,75.0,84.0,78.0,,,57.00000000000000,64.0,64.0,73.0,26.0,84.0,94.0,89.0,67.0,11.0,25.0,24.0,16.0,14.000000000000000,22.0,inf,27.0,39.0,56.00000000000000,62.0,53.0,37.0,89.0,inf,54.0,50.0,67.0,71.0,64.0,41.0,inf,68.0,59.0,27.0,22.0,,,60.0,56.00000000000000,inf,58.00000000000000,69.0,65.0,inf,67.0,2022,4,46676,44091,2585,5.5,3.5
2022-04,Newton,,59.0,40.0,41.0,72.0,0.0,81.0,86.0,89.0,,,,61.0,70.0,100.0,87.0,,,,,,,71.0,88.0,100.0,95.0,,,,,30.0,51.0,45.0,36.0,94.0,,inf,60.0,78.0,80.0,84.0,68.0,,,inf,84.0,100.0,91.0,97.0,83.0,,inf,,93.0,61.0,58.00000000000000,inf,60.0,89.0,89.0,inf,89.0,,100.0,inf,,2022,4,47441,46329,1112,2.3,3.5
2022-04,Revere,,14.000000000000000,27.0,30.0,36.0,0.0,48.0,62.0,53.0,,,81.0,81.0,88.0,86.0,38.0,82.0,85.0,70.0,,,92.0,95.0,,98.0,47.0,92.0,95.0,81.0,87.0,19.0,41.0,26.0,27.0,64.0,,inf,38.0,80.0,75.0,58.00000000000000,70.0,99.0,,inf,69.0,96.0,85.0,66.0,82.0,97.0,inf,98.0,76.0,38.0,31.0,inf,35.0,77.0,73.0,inf,75.0,90.0,85.0,inf,87.0,2022,4,28574,27425,1149,4.0,3.5
2022-04,Wellesley,,49.0,39.0,33.0,63.0,0.0,79.0,72.0,82.0,,,100.0,60.0,59.0,87.0,74.0,98.0,86.0,96.0,,,99.0,76.0,82.0,98.0,84.0,,99.0,,90.0,,37.0,28.000000000000000,26.0,93.0,,inf,53.0,,63.0,57.00000000000000,47.0,,,inf,77.0,,77.0,70.0,62.0,,inf,97.0,87.0,51.0,52.0,,,76.0,81.0,,,88.0,93.0,inf,90.0,2022,4,13314,12960,354,2.7,3.5
2022-05,Chelsea,,21.0,28.000000000000000,26.0,37.0,0.0,57.00000000000000,72.0,71.0,,,97.0,92.0,83.0,95.0,43.0,100.0,,98.0,,,,,,99.0,61.0,,,,97.0,17.0,50.0,25.0,27.0,49.0,,inf,48.0,51.0,97.0,56.00000000000000,70.0,99.0,,inf,88.0,58.00000000000000,100.0,66.0,85.0,98.0,inf,98.0,100.0,39.0,30.0,,34.0,83.0,75.0,inf,79.0,100.0,93.0,inf,97.0,2022,5,20212,19427,785,3.9,3.6
2022-05,New Bedford,,8.0,16.0,14.000000000000000,22.0,0.0,40.0,57.00000000000000,57.00000000000000,,,48.0,54.0,53.0,63.0,21.0,75.0,85.0,78.0,,,57.00000000000000,64.0,65.0,74.0,27.0,84.0,94.0,89.0,68.0,12.0,25.0,25.0,17.0,14.000000000000000,22.0,inf,27.0,39.0,56.00000000000000,62.0,54.0,37.0,89.0,inf,54.0,50.0,67.0,72.0,65.0,41.0,inf,68.0,59.0,28.000000000000000,23.0,,,61.0,56.00000000000000,inf,59.0,70.0,65.0,inf,68.0,2022,5,46732,44171,2561,5.5,3.6
2022-05,Newton,,62.0,41.0,42.0,73.0,5.0,82.0,88.0,91.0,,,,61.0,71.0,100.0,88.0,,,,,,,71.0,88.0,100.0,96.0,,,,,30.0,52.0,46.0,38.0,94.0,,inf,61.0,78.0,81.0,84.0,69.0,,,inf,84.0,100.0,91.0,97.0,84.0,,inf,,93.0,62.0,60.0,inf,61.0,90.0,89.0,inf,90.0,,,inf,,2022,5,47479,46188,1291,2.7,3.6
2022-05,Revere,,15.0,30.0,31.0,37.0,0.0,50.0,63.0,55.00000000000000,,,82.0,82.0,88.0,87.0,39.0,82.0,85.0,71.0,,,94.0,95.0,,98.0,49.0,93.0,95.0,83.0,88.0,19.0,42.0,27.0,28.000000000000000,64.0,,inf,39.0,80.0,75.0,59.0,70.0,99.0,,inf,69.0,96.0,86.0,66.0,82.0,97.0,inf,98.0,77.0,39.0,32.0,inf,36.0,78.0,74.0,inf,76.0,90.0,85.0,inf,88.0,2022,5,28524,27342,1182,4.1,3.6
2022-05,Wellesley,,52.0,40.0,34.0,64.0,3.0,80.0,73.0,85.0,,,100.0,60.0,59.0,87.0,75.0,98.0,87.0,97.0,,,99.0,76.0,82.0,98.0,85.0,,99.0,,91.0,,38.0,29.000000000000000,27.0,93.0,,inf,54.0,,64.0,57.00000000000000,48.0,,,inf,77.0,,78.0,70.0,62.0,,inf,97.0,87.0,52.0,54.0,,,76.0,81.0,,,88.0,94.0,inf,91.0,2022,5,13316,12920,396,3.0,3.6
2022-06,Chelsea,0.0,23.0,31.0,27.0,38.0,2.0,58.00000000000000,74.0,73.0,,0.0,97.0,93.0,83.0,95.0,45.0,100.0,,98.0,,1.0,,,,99.0,62.0,,,,97.0,17.0,50.0,26.0,28.000000000000000,49.0,,inf,49.0,51.0,97.0,56.00000000000000,71.0,99.0,,inf,88.0,58.00000000000000,100.0,66.0,86.0,98.0,inf,98.0,100.0,40.0,31.0,,35.0,83.0,75.0,inf,79.0,100.0,93.0,inf,97.0,2022,6,20428,19578,850,4.2,3.9
2022-06,New Bedford,0.0,8.0,16.0,14.000000000000000,22.0,1.0,40.0,58.00000000000000,57.00000000000000,,0.0,49.0,55.00000000000000,54.0,63.0,22.0,75.0,85.0,78.0,,0.0,58.00000000000000,65.0,65.0,74.0,27.0,84.0,94.0,89.0,68.0,12.0,25.0,25.0,18.0,14.000000000000000,22.0,inf,28.000000000000000,39.0,56.00000000000000,63.0,54.0,37.0,89.0,inf,54.0,50.0,67.0,72.0,65.0,41.0,inf,68.0,59.0,28.000000000000000,23.0,,,61.0,56.00000000000000,inf,59.0,70.0,65.0,inf,68.0,2022,6,47731,44932,2799,5.9,3.9
2022-06,Newton,0.0,66.0,41.0,42.0,73.0,20.0,83.0,88.0,92.0,,7.000000000000000,,61.0,71.0,100.0,89.0,,,,,9.0,,71.0,88.0,100.0,97.0,,,,,31.0,54.0,48.0,39.0,94.0,,inf,63.0,80.0,81.0,84.0,69.0,,,inf,84.0,100.0,92.0,97.0,84.0,,inf,,94.0,64.0,62.0,inf,63.0,90.0,89.0,inf,90.0,,,inf,,2022,6,48072,46548,1524,3.2,3.9
2022-06,Revere,0.0,17.0,31.0,32.0,38.0,1.0,51.0,64.0,56.00000000000000,,0.0,83.0,82.0,88.0,87.0,40.0,83.0,85.0,72.0,,0.0,95.0,96.0,,98.0,50.0,93.0,95.0,83.0,88.0,21.0,43.0,28.000000000000000,29.000000000000000,64.0,,inf,40.0,80.0,76.0,59.0,70.0,99.0,,inf,69.0,96.0,87.0,67.0,83.0,97.0,inf,98.0,77.0,40.0,33.0,inf,37.0,78.0,74.0,inf,76.0,91.0,86.0,inf,88.0,2022,6,28826,27555,1271,4.4,3.9
2022-06,Wellesley,0.0,56.00000000000000,41.0,34.0,64.0,12.0,81.0,74.0,85.0,,5.0,100.0,60.0,59.0,88.0,76.0,99.0,87.0,98.0,,6.0,99.0,76.0,82.0,99.0,86.0,,99.0,,91.0,,40.0,30.0,28.000000000000000,93.0,,inf,56.00000000000000,,65.0,57.00000000000000,49.0,,,inf,77.0,,79.0,70.0,63.0,,inf,97.0,87.0,53.0,55.00000000000000,,,76.0,82.0,,,89.0,94.0,inf,91.0,2022,6,13490,13021,469,3.5,3.9
2022-07,Chelsea,0.0,25.0,32.0,28.000000000000000,38.0,4.0,59.0,75.0,74.0,,0.0,97.0,93.0,83.0,95.0,46.0,100.0,,98.0,,4.0,,,,99.0,64.0,,,,97.0,19.0,50.0,26.0,29.000000000000000,49.0,,inf,50.0,51.0,97.0,56.00000000000000,71.0,99.0,,inf,88.0,58.00000000000000,100.0,66.0,86.0,98.0,inf,98.0,100.0,41.0,32.0,,36.0,83.0,76.0,inf,79.0,100.0,93.0,inf,97.0,2022,7,20470,19624,846,4.1,3.9
