year_month,city,boosted_rate_0-4 Years,boosted_rate_12-15 Years,boosted_rate_16-19 Years,boosted_rate_20-29 Years,boosted_rate_30-49 Years,boosted_rate_5-11 Years,boosted_rate_50-64 Years,boosted_rate_65-74 Years,boosted_rate_75+ Years,fully_vac_rate_0-19 Years,fully_vac_rate_0-4 Years,fully_vac_rate_12-15 Years,fully_vac_rate_16-19 Years,fully_vac_rate_20-29 Years,fully_vac_rate_30-49 Years,fully_vac_rate_5-11 Years,fully_vac_rate_50-64 Years,fully_vac_rate_65-74 Years,fully_vac_rate_75+ Years,onedose_vac_rate_0-19 Years,onedose_vac_rate_0-4 Years,onedose_vac_rate_12-15 Years,onedose_vac_rate_16-19 Years,onedose_vac_rate_20-29 Years,onedose_vac_rate_30-49 Years,onedose_vac_rate_5-11 Years,onedose_vac_rate_50-64 Years,onedose_vac_rate_65-74 Years,onedose_vac_rate_75+ Years,onedose_vac_rate_Total_x,boosted_rate_AI/AN,boosted_rate_Asian,boosted_rate_Black,boosted_rate_Hispanic,boosted_rate_Multi,boosted_rate_NH/PI,boosted_rate_Other/Unknown,boosted_rate_White,fully_vac_rate_AI/AN,fully_vac_rate_Asian,fully_vac_rate_Black,fully_vac_rate_Hispanic,fully_vac_rate_Multi,fully_vac_rate_NH/PI,fully_vac_rate_Other/Unknown,fully_vac_rate_White,onedose_vac_rate_AI/AN,onedose_vac_rate_Asian,onedose_vac_rate_Black,onedose_vac_rate_Hispanic,onedose_vac_rate_Multi,onedose_vac_rate_Other/Unknown,onedose_vac_rate_Total_y,onedose_vac_rate_White,boosted_rate_Female,boosted_rate_Male,boosted_rate_Other,boosted_rate_Total,fully_vac_rate_Female,fully_vac_rate_Male,fully_vac_rate_Other,fully_vac_rate,onedose_vac_rate_Female,onedose_vac_rate_Male,onedose_vac_rate_Other,onedose_vac_rate_Total,Year,Month,Labor Force,Employed,Unemployed,city_rate,Massachusetts Rate
2022-07,New Bedford,0.0,9.0,17.0,15.0,22.0,1.0,40.0,58.00000000000000,57.00000000000000,,0.0,49.0,55.00000000000000,54.0,64.0,22.0,76.0,85.0,78.0,,2.0,58.00000000000000,66.0,66.0,74.0,27.0,84.0,94.0,89.0,68.0,12.0,25.0,26.0,18.0,14.000000000000000,22.0,inf,28.000000000000000,39.0,57.00000000000000,63.0,55.00000000000000,37.0,89.0,inf,54.0,50.0,67.0,72.0,66.0,41.0,inf,68.0,59.0,29.000000000000000,24.0,,,61.0,57.00000000000000,inf,59.0,70.0,66.0,inf,68.0,2022,7,47364,44612,2752,5.8,3.9
2022-07,Newton,0.0,68.0,42.0,42.0,73.0,25.0,83.0,89.0,92.0,,7.000000000000000,,61.0,71.0,100.0,90.0,,,,,26.0,,71.0,88.0,100.0,99.0,,,,,33.0,56.00000000000000,49.0,40.0,94.0,,inf,63.0,80.0,82.0,84.0,70.0,,,inf,85.0,100.0,94.0,97.0,84.0,,inf,,95.0,65.0,63.0,inf,64.0,91.0,90.0,inf,91.0,,,inf,,2022,7,48128,46657,1471,3.1,3.9
2022-07,Revere,0.0,20.0,33.0,32.0,38.0,3.0,51.0,65.0,56.00000000000000,,0.0,83.0,83.0,89.0,87.0,41.0,83.0,85.0,72.0,,3.0,95.0,96.0,,98.0,51.0,93.0,95.0,83.0,89.0,21.0,44.0,29.000000000000000,30.0,64.0,,inf,40.0,80.0,76.0,59.0,71.0,99.0,,inf,70.0,96.0,87.0,67.0,83.0,97.0,inf,98.0,77.0,41.0,34.0,inf,38.0,78.0,74.0,inf,76.0,91.0,86.0,inf,89.0,2022,7,28824,27620,1204,4.2,3.9
2022-07,Wellesley,0.0,58.00000000000000,42.0,35.0,64.0,16.0,81.0,75.0,86.0,,5.0,100.0,61.0,59.0,88.0,77.0,99.0,87.0,98.0,,20.0,99.0,76.0,82.0,99.0,87.0,,99.0,,93.0,,41.0,31.0,29.000000000000000,93.0,,inf,56.00000000000000,,65.0,57.00000000000000,49.0,,,inf,78.0,,79.0,70.0,63.0,,inf,97.0,88.0,54.0,56.00000000000000,,,77.0,82.0,,,90.0,96.0,inf,93.0,2022,7,13492,13052,440,3.3,3.9
2022-08,Chelsea,0.0,29.000000000000000,35.0,28.000000000000000,39.0,6.0,61.0,77.0,75.0,,1.0,98.0,93.0,84.0,95.0,48.0,100.0,,98.0,,8.0,,,,99.0,66.0,,,,97.0,19.0,50.0,28.000000000000000,31.0,49.0,,,50.0,51.0,97.0,57.00000000000000,72.0,99.0,,,88.0,58.00000000000000,,67.0,87.0,98.0,,98.0,100.0,43.0,33.0,,,83.0,76.0,,85.0,,93.0,,,2022,8,20467,19633,834,4.1,3.9
2022-08,New Bedford,0.0,10.0,18.0,15.0,23.0,2.0,41.0,58.00000000000000,58.00000000000000,,0.0,49.0,56.00000000000000,55.00000000000000,64.0,23.0,76.0,85.0,79.0,,3.0,58.00000000000000,66.0,66.0,74.0,28.000000000000000,85.0,95.0,89.0,68.0,12.0,26.0,27.0,19.0,14.000000000000000,22.0,,28.000000000000000,41.0,57.00000000000000,,56.00000000000000,37.0,89.0,,54.0,51.0,67.0,,67.0,41.0,,72.0,60.0,29.000000000000000,24.0,,,61.0,57.00000000000000,,64.0,71.0,66.0,,72.0,2022,8,47148,44346,2802,5.9,3.9
2022-08,Newton,0.0,70.0,43.0,42.0,74.0,31.0,84.0,89.0,93.0,,16.0,,61.0,71.0,100.0,91.0,,,,,35.0,,72.0,88.0,100.0,100.0,,,,,36.0,57.00000000000000,49.0,41.0,96.0,,,64.0,80.0,83.0,85.0,70.0,,,,85.0,,95.0,97.0,,,,,95.0,66.0,64.0,,65.0,91.0,91.0,,,,,,,2022,8,48167,46679,1488,3.1,3.9
2022-08,Revere,0.0,22.0,35.0,33.0,39.0,5.0,52.0,65.0,56.00000000000000,,1.0,83.0,83.0,89.0,87.0,43.0,83.0,86.0,72.0,,7.000000000000000,96.0,97.0,,98.0,53.0,93.0,95.0,83.0,89.0,22.0,45.0,29.000000000000000,31.0,64.0,,,41.0,80.0,76.0,60.0,71.0,99.0,,,70.0,96.0,88.0,68.0,84.0,97.0,,98.0,77.0,42.0,35.0,,,79.0,74.0,,81.0,92.0,87.0,,94.0,2022,8,28797,27632,1165,4.0,3.9
2022-08,Wellesley,0.0,60.0,43.0,35.0,65.0,21.0,82.0,75.0,86.0,,9.0,100.0,61.0,59.0,88.0,78.0,100.0,88.0,98.0,,27.0,99.0,76.0,82.0,99.0,88.0,,99.0,,93.0,,42.0,31.0,29.000000000000000,95.0,,,57.00000000000000,,66.0,57.00000000000000,49.0,,,,78.0,,80.0,70.0,64.0,,,97.0,89.0,55.00000000000000,57.00000000000000,,,77.0,83.0,,,90.0,96.0,,,2022,8,13493,13058,435,3.2,3.9
2022-09,Chelsea,0.0,31.0,37.0,29.000000000000000,40.0,8.0,62.0,78.0,75.0,,1.0,99.0,95.0,84.0,95.0,50.0,100.0,,98.0,,10.0,,,,99.0,67.0,,,,97.0,21.0,50.0,29.000000000000000,32.0,49.0,,,51.0,51.0,97.0,58.00000000000000,73.0,99.0,,,88.0,58.00000000000000,,68.0,87.0,98.0,,98.0,100.0,44.0,34.0,,,84.0,76.0,,85.0,,93.0,,,2022,9,20097,19370,727,3.6,3.5
2022-09,New Bedford,0.0,10.0,18.0,16.0,23.0,2.0,41.0,59.0,59.0,,1.0,50.0,57.00000000000000,55.00000000000000,64.0,24.0,76.0,86.0,79.0,,4.0,58.00000000000000,67.0,66.0,74.0,28.000000000000000,85.0,95.0,89.0,68.0,13.0,26.0,27.0,20.0,14.000000000000000,26.0,,28.000000000000000,41.0,57.00000000000000,,56.00000000000000,37.0,93.0,,54.0,51.0,67.0,,67.0,41.0,,72.0,60.0,30.0,24.0,,,62.0,57.00000000000000,,64.0,71.0,66.0,,72.0,2022,9,46492,43965,2527,5.4,3.5
2022-09,Newton,0.0,72.0,43.0,43.0,75.0,34.0,85.0,91.0,94.0,,23.0,,61.0,71.0,100.0,92.0,,,,,39.0,,72.0,89.0,100.0,100.0,,,,,39.0,57.00000000000000,50.0,41.0,99.0,,,65.0,80.0,84.0,85.0,71.0,,,,86.0,,95.0,98.0,,,,,95.0,67.0,65.0,,,92.0,92.0,,,,,,,2022,9,47413,46052,1361,2.9,3.5
2022-09,Revere,0.0,24.0,37.0,34.0,40.0,6.0,53.0,66.0,57.00000000000000,,1.0,84.0,83.0,89.0,88.0,44.0,83.0,86.0,72.0,,9.0,96.0,97.0,,98.0,54.0,93.0,95.0,83.0,89.0,24.0,46.0,30.0,32.0,64.0,,,42.0,80.0,77.0,61.0,72.0,99.0,,,71.0,96.0,89.0,69.0,85.0,97.0,,98.0,78.0,43.0,35.0,,,79.0,75.0,,81.0,92.0,87.0,,94.0,2022,9,28354,27261,1093,3.9,3.5
2022-09,Wellesley,0.0,62.0,43.0,35.0,66.0,23.0,82.0,76.0,87.0,,16.0,100.0,61.0,60.0,89.0,79.0,100.0,88.0,98.0,,31.0,99.0,77.0,83.0,100.0,89.0,,99.0,,94.0,,43.0,32.0,30.0,97.0,,,58.00000000000000,,66.0,57.00000000000000,50.0,,,,79.0,,81.0,70.0,64.0,,,98.0,89.0,56.00000000000000,58.00000000000000,,,78.0,84.0,,,91.0,97.0,,,2022,9,13277,12882,395,3.0,3.5
2022-10,Chelsea,0.0,33.0,39.0,30.0,41.0,9.0,63.0,79.0,77.0,,2.0,99.0,95.0,84.0,95.0,51.0,100.0,,98.0,,12.0,,,,99.0,68.0,,,,98.0,23.0,50.0,29.000000000000000,33.0,49.0,,,52.0,51.0,97.0,58.00000000000000,73.0,99.0,,,88.0,59.0,,69.0,87.0,98.0,,98.0,100.0,45.0,35.0,,,85.0,77.0,,85.0,,94.0,,,2022,10,20236,19539,697,3.4,3.4
2022-10,New Bedford,0.0,11.0,18.0,16.0,24.0,3.0,42.0,61.0,60.0,,1.0,51.0,57.00000000000000,55.00000000000000,65.0,24.0,76.0,86.0,79.0,,4.0,58.00000000000000,67.0,67.0,75.0,29.000000000000000,85.0,95.0,89.0,69.0,13.0,26.0,28.000000000000000,20.0,14.000000000000000,28.000000000000000,,29.000000000000000,41.0,57.00000000000000,,57.00000000000000,37.0,94.0,,55.00000000000000,51.0,67.0,,67.0,41.0,,72.0,60.0,30.0,25.0,,,62.0,58.00000000000000,,64.0,71.0,66.0,,72.0,2022,10,46443,44043,2400,5.2,3.4
2022-10,Newton,0.0,74.0,44.0,44.0,76.0,35.0,86.0,93.0,96.0,,28.000000000000000,,62.0,72.0,100.0,93.0,,,,,42.0,,72.0,91.0,100.0,100.0,,,,,39.0,58.00000000000000,51.0,42.0,,,,67.0,80.0,85.0,86.0,71.0,,,,87.0,,97.0,98.0,,,,,,68.0,66.0,,,93.0,93.0,,,,,,,2022,10,47798,46455,1343,2.8,3.4
2022-10,Revere,0.0,26.0,38.0,35.0,41.0,6.0,54.0,67.0,58.00000000000000,,2.0,84.0,84.0,90.0,88.0,44.0,84.0,86.0,72.0,,10.0,96.0,98.0,,98.0,55.00000000000000,94.0,96.0,83.0,90.0,24.0,47.0,31.0,33.0,64.0,,,42.0,80.0,78.0,61.0,72.0,99.0,,,71.0,96.0,90.0,70.0,85.0,97.0,,98.0,78.0,44.0,36.0,,,80.0,75.0,,81.0,93.0,87.0,,94.0,2022,10,28517,27500,1017,3.6,3.4
2022-10,Wellesley,0.0,64.0,44.0,36.0,67.0,25.0,84.0,78.0,88.0,,20.0,100.0,62.0,61.0,90.0,80.0,,89.0,99.0,,34.0,99.0,83.0,87.0,100.0,89.0,,99.0,,96.0,,44.0,32.0,30.0,100.0,,,59.0,,67.0,57.00000000000000,50.0,,,,80.0,,85.0,72.0,67.0,,,98.0,91.0,57.00000000000000,60.0,,,79.0,85.0,,,94.0,98.0,,,2022,10,13399,12995,404,3.0,3.4
2022-11,Chelsea,0.0,38.0,41.0,31.0,43.0,12.0,65.0,81.0,79.0,,3.0,100.0,96.0,85.0,95.0,52.0,100.0,,98.0,,15.0,,,,99.0,71.0,,,,99.0,23.0,51.0,30.0,35.0,49.0,,,53.0,51.0,97.0,59.0,74.0,99.0,,,88.0,59.0,,70.0,89.0,98.0,,99.0,100.0,47.0,36.0,,,85.0,78.0,,85.0,,95.0,,,2022,11,20168,19520,648,3.2,3.3
2022-11,New Bedford,0.0,12.0,19.0,17.0,25.0,3.0,43.0,62.0,61.0,,2.0,51.0,58.00000000000000,56.00000000000000,65.0,24.0,76.0,86.0,80.0,,5.0,58.00000000000000,68.0,67.0,75.0,29.000000000000000,85.0,95.0,89.0,69.0,13.0,26.0,29.000000000000000,21.0,14.000000000000000,30.0,,30.0,42.0,57.00000000000000,,57.00000000000000,37.0,96.0,,55.00000000000000,52.0,67.0,,68.0,41.0,,72.0,60.0,31.0,26.0,,,63.0,58.00000000000000,,64.0,71.0,67.0,,72.0,2022,11,46561,44043,2518,5.4,3.3
2022-11,Newton,0.0,77.0,44.0,44.0,77.0,43.0,87.0,94.0,97.0,,32.0,,62.0,73.0,100.0,94.0,,,,,45.0,,73.0,92.0,100.0,100.0,,,,,39.0,60.0,53.0,43.0,,,,68.0,80.0,85.0,87.0,72.0,,,,88.0,,98.0,99.0,,,,,,70.0,68.0,,,94.0,94.0,,,,,,,2022,11,47623,46409,1214,2.5,3.3
2022-11,Revere,0.0,28.000000000000000,39.0,36.0,42.0,8.0,55.00000000000000,68.0,59.0,,3.0,84.0,84.0,90.0,88.0,45.0,84.0,87.0,73.0,,12.0,97.0,98.0,,98.0,56.00000000000000,94.0,96.0,84.0,91.0,24.0,48.0,32.0,34.0,64.0,,,43.0,80.0,78.0,61.0,73.0,99.0,,,71.0,96.0,91.0,70.0,86.0,97.0,,98.0,79.0,45.0,37.0,,,80.0,76.0,,81.0,93.0,88.0,,94.0,2022,11,28467,27473,994,3.5,3.3
2022-11,Wellesley,0.0,67.0,45.0,37.0,68.0,31.0,85.0,79.0,89.0,,25.0,100.0,62.0,62.0,91.0,81.0,,90.0,100.0,,36.0,99.0,86.0,91.0,100.0,90.0,,100.0,,98.0,,46.0,32.0,31.0,,,,61.0,,68.0,57.00000000000000,51.0,,,,81.0,,88.0,74.0,69.0,,,98.0,92.0,59.0,61.0,,,80.0,86.0,,,96.0,99.0,,,2022,11,13348,12982,366,2.7,3.3
2022-12,Chelsea,0.0,40.0,43.0,32.0,43.0,14.000000000000000,65.0,81.0,79.0,,4.0,100.0,97.0,85.0,95.0,53.0,100.0,,98.0,,17.0,,,,99.0,72.0,,,,100.0,23.0,52.0,31.0,36.0,49.0,,,54.0,51.0,97.0,59.0,74.0,99.0,,,88.0,59.0,,70.0,89.0,98.0,,100.0,100.0,48.0,37.0,,,86.0,78.0,,85.0,,96.0,,,2022,12,20144,19501,643,3.2,3.3
2022-12,New Bedford,0.0,13.0,20.0,17.0,25.0,4.0,45.0,63.0,62.0,,2.0,51.0,58.00000000000000,56.00000000000000,65.0,25.0,77.0,86.0,80.0,,6.0,58.00000000000000,68.0,67.0,75.0,30.0,85.0,95.0,89.0,69.0,13.0,28.000000000000000,30.0,22.0,15.0,33.0,,30.0,42.0,57.00000000000000,,58.00000000000000,37.0,100.0,,55.00000000000000,53.0,67.0,,68.0,41.0,,72.0,60.0,32.0,27.0,,,63.0,58.00000000000000,,64.0,71.0,67.0,,72.0,2022,12,46586,43955,2631,5.6,3.3
2022-12,Newton,0.0,79.0,45.0,45.0,78.0,46.0,88.0,,97.0,,34.0,,62.0,73.0,100.0,95.0,,,,,47.0,,73.0,92.0,100.0,100.0,,,,,39.0,60.0,54.0,43.0,,,,69.0,80.0,86.0,87.0,72.0,,,,88.0,,99.0,99.0,,,,,,71.0,69.0,,,95.0,94.0,,,,,,,2022,12,47537,46363,1174,2.5,3.3
2022-12,Revere,0.0,30.0,40.0,37.0,43.0,10.0,55.00000000000000,69.0,60.0,,4.0,85.0,84.0,91.0,88.0,45.0,84.0,87.0,73.0,,13.0,98.0,98.0,,98.0,57.00000000000000,95.0,96.0,84.0,91.0,24.0,50.0,32.0,35.0,64.0,,,44.0,80.0,79.0,61.0,73.0,99.0,,,71.0,96.0,93.0,71.0,87.0,97.0,,98.0,79.0,46.0,38.0,,,80.0,76.0,,81.0,94.0,89.0,,94.0,2022,12,28449,27446,1003,3.5,3.3
2022-12,Wellesley,0.0,68.0,45.0,38.0,69.0,34.0,86.0,79.0,90.0,,27.0,100.0,62.0,63.0,92.0,81.0,,90.0,100.0,,37.0,99.0,87.0,92.0,100.0,91.0,,100.0,,98.0,,46.0,32.0,31.0,,,,62.0,,69.0,57.00000000000000,51.0,,,,82.0,,89.0,75.0,70.0,,,98.0,92.0,59.0,62.0,,,81.0,87.0,,,97.0,,,,2022,12,13304,12969,335,2.5,3.3
2023-01,Chelsea,0.0,42.0,44.0,33.0,44.0,16.0,66.0,82.0,80.0,,4.0,100.0,97.0,85.0,95.0,54.0,100.0,,98.0,,18.0,,,,99.0,73.0,,,,100.0,23.0,52.0,35.0,37.0,49.0,,,54.0,51.0,97.0,66.0,74.0,99.0,,,88.0,59.0,,78.0,90.0,98.0,,100.0,100.0,49.0,38.0,,,86.0,78.0,,85.0,,96.0,,,2023,1,20503,19634,869,4.2,4.1
2023-01,New Bedford,0.0,14.000000000000000,22.0,18.0,26.0,4.0,45.0,64.0,62.0,,3.0,54.0,61.0,57.00000000000000,65.0,25.0,77.0,87.0,80.0,,7.000000000000000,62.0,70.0,67.0,75.0,30.0,85.0,95.0,89.0,69.0,22.0,36.0,50.0,23.0,16.0,35.0,,31.0,66.0,73.0,,58.00000000000000,37.0,,,57.00000000000000,82.0,85.0,,68.0,41.0,,72.0,62.0,33.0,27.0,,,63.0,58.00000000000000,,64.0,71.0,67.0,,72.0,2023,1,47371,43986,3385,7.1,4.1
2023-01,Newton,0.0,84.0,48.0,48.0,79.0,49.0,91.0,,,,38.0,,65.0,79.0,100.0,95.0,,,,,51.0,,78.0,99.0,100.0,100.0,,,,,57.00000000000000,62.0,54.0,55.00000000000000,,,,73.0,94.0,87.0,87.0,89.0,,,,93.0,,100.0,99.0,,,,,,74.0,72.0,,,98.0,97.0,,,,,,,2023,1,48101,46681,1420,3.0,4.1
2023-01,Revere,0.0,32.0,41.0,37.0,43.0,12.0,56.00000000000000,70.0,60.0,,4.0,85.0,85.0,91.0,89.0,46.0,85.0,88.0,73.0,,15.0,98.0,99.0,,98.0,58.00000000000000,96.0,98.0,84.0,92.0,24.0,50.0,33.0,38.0,64.0,,,44.0,80.0,79.0,61.0,79.0,99.0,,,72.0,96.0,93.0,71.0,94.0,97.0,,98.0,80.0,47.0,39.0,,,80.0,76.0,,81.0,94.0,89.0,,94.0,2023,1,28865,27634,1231,4.3,4.1
2023-01,Wellesley,0.0,72.0,47.0,41.0,69.0,36.0,86.0,79.0,91.0,,31.0,100.0,64.0,66.0,92.0,81.0,,90.0,,,41.0,99.0,89.0,96.0,100.0,91.0,,100.0,,99.0,,49.0,34.0,34.0,,,,64.0,,71.0,57.00000000000000,56.00000000000000,,,,84.0,,92.0,76.0,77.0,,,99.0,94.0,60.0,64.0,,,81.0,88.0,,,97.0,,,,2023,1,13521,13058,463,3.4,4.1
2023-02,Chelsea,0.0,43.0,45.0,33.0,45.0,17.0,66.0,83.0,80.0,,6.0,100.0,98.0,86.0,95.0,55.00000000000000,100.0,,98.0,,19.0,,,,99.0,74.0,,,,,23.0,52.0,35.0,37.0,49.0,,,55.00000000000000,51.0,97.0,66.0,74.0,99.0,,,88.0,59.0,,78.0,90.0,98.0,,,100.0,49.0,38.0,,,86.0,78.0,,85.0,,96.0,,,2023,2,20476,19626,850,4.2,4.2
2023-02,New Bedford,0.0,15.0,22.0,18.0,26.0,4.0,46.0,65.0,62.0,,3.0,55.00000000000000,62.0,57.00000000000000,65.0,25.0,77.0,87.0,80.0,,7.000000000000000,62.0,71.0,67.0,76.0,30.0,85.0,95.0,89.0,69.0,22.0,36.0,50.0,23.0,16.0,35.0,,32.0,66.0,73.0,,58.00000000000000,37.0,,,57.00000000000000,82.0,85.0,,69.0,41.0,,72.0,62.0,33.0,27.0,,,63.0,59.0,,64.0,72.0,67.0,,72.0,2023,2,47461,43841,3620,7.6,4.2
2023-02,Newton,7.000000000000000,85.0,48.0,49.0,80.0,50.0,91.0,,,,40.0,,65.0,79.0,100.0,95.0,,,,,52.0,,78.0,99.0,100.0,100.0,,,,,57.00000000000000,63.0,55.00000000000000,55.00000000000000,,,,73.0,94.0,87.0,87.0,90.0,,,,93.0,,,99.0,,,,,,74.0,72.0,,,98.0,97.0,,,,,,,2023,2,48038,46661,1377,2.9,4.2
2023-02,Revere,0.0,33.0,42.0,38.0,44.0,12.0,56.00000000000000,70.0,60.0,,5.0,85.0,85.0,91.0,89.0,46.0,85.0,88.0,73.0,,15.0,99.0,99.0,,98.0,58.00000000000000,96.0,98.0,84.0,92.0,24.0,51.0,33.0,39.0,64.0,,,45.0,80.0,79.0,61.0,79.0,99.0,,,72.0,96.0,93.0,71.0,94.0,97.0,,98.0,80.0,47.0,39.0,,,81.0,76.0,,81.0,94.0,89.0,,94.0,2023,2,28836,27622,1214,4.2,4.2
2023-02,Wellesley,4.0,72.0,47.0,41.0,70.0,37.0,87.0,79.0,91.0,,32.0,100.0,64.0,66.0,92.0,81.0,,90.0,,,41.0,99.0,90.0,96.0,100.0,91.0,,100.0,,99.0,,49.0,34.0,34.0,,,,64.0,,72.0,57.00000000000000,56.00000000000000,,,,84.0,,92.0,76.0,78.0,,,99.0,94.0,61.0,64.0,,,82.0,88.0,,,97.0,,,,2023,2,13491,13053,438,3.2,4.2
2023-03,Chelsea,0.0,44.0,46.0,33.0,45.0,18.0,67.0,83.0,80.0,,6.0,100.0,98.0,86.0,95.0,55.00000000000000,100.0,,98.0,,20.0,,,,99.0,74.0,,,,,23.0,53.0,35.0,38.0,49.0,,,55.00000000000000,51.0,97.0,66.0,75.0,99.0,,,88.0,59.0,,78.0,90.0,98.0,,,100.0,50.0,38.0,,,86.0,78.0,,85.0,,96.0,,,2023,3,20395,19614,781,3.8,3.9
2023-03,New Bedford,0.0,15.0,22.0,18.0,26.0,5.0,46.0,65.0,63.0,,4.0,55.00000000000000,62.0,57.00000000000000,66.0,25.0,77.0,88.0,80.0,,7.000000000000000,62.0,71.0,68.0,76.0,30.0,85.0,95.0,89.0,69.0,23.0,37.0,51.0,24.0,16.0,35.0,,32.0,66.0,73.0,,59.0,37.0,,,57.00000000000000,82.0,85.0,,69.0,41.0,,72.0,62.0,33.0,27.0,,,63.0,59.0,,64.0,72.0,67.0,,72.0,2023,3,46729,43508,3221,6.9,3.9
2023-03,Newton,8.0,85.0,49.0,49.0,80.0,51.0,91.0,,,,41.0,,65.0,79.0,100.0,96.0,,,,,53.0,,78.0,99.0,100.0,100.0,,,,,57.00000000000000,63.0,55.00000000000000,56.00000000000000,,,,74.0,96.0,87.0,87.0,90.0,,,,93.0,,,99.0,,,,,,74.0,72.0,,,98.0,97.0,,,,,,,2023,3,47871,46632,1239,2.6,3.9
2023-03,Revere,0.0,34.0,42.0,38.0,44.0,13.0,57.00000000000000,71.0,61.0,,6.0,86.0,85.0,91.0,89.0,47.0,85.0,88.0,73.0,,16.0,99.0,99.0,,98.0,58.00000000000000,96.0,98.0,84.0,92.0,24.0,51.0,33.0,40.0,64.0,,,45.0,80.0,79.0,61.0,80.0,99.0,,,72.0,96.0,93.0,71.0,94.0,97.0,,98.0,80.0,48.0,39.0,,,81.0,76.0,,81.0,94.0,89.0,,94.0,2023,3,28725,27605,1120,3.9,3.9
2023-03,Wellesley,5.0,73.0,47.0,41.0,70.0,38.0,87.0,79.0,91.0,,33.0,100.0,64.0,66.0,92.0,82.0,,90.0,,,42.0,99.0,90.0,96.0,100.0,91.0,,100.0,,99.0,,49.0,34.0,35.0,,,,64.0,,72.0,57.00000000000000,56.00000000000000,,,,84.0,,92.0,76.0,78.0,,,99.0,94.0,61.0,64.0,,,82.0,88.0,,,97.0,,,,2023,3,13444,13045,399,3.0,3.9
2023-04,Chelsea,,,,,,,,,,,6.0,100.0,98.0,86.0,95.0,55.00000000000000,,,,,20.0,,,,99.0,74.0,,,,,,,,,,,,,51.0,97.0,68.0,77.0,99.0,,,88.0,63.0,,80.0,92.0,98.0,,,100.0,,,,,89.0,81.0,,85.0,,98.0,,,2023,4,20234,19766,468,2.3,2.4
2023-04,New Bedford,,,,,,,,,,,4.0,60.0,62.0,57.00000000000000,69.0,25.0,79.0,98.0,,,7.000000000000000,68.0,71.0,68.0,79.0,30.0,85.0,,,72.0,,,,,,,,,70.0,75.0,,63.0,37.0,,,59.0,84.0,88.0,,72.0,41.0,,72.0,64.0,,,,,67.0,61.0,,64.0,74.0,69.0,,72.0,2023,4,45800,43925,1875,4.1,2.4
2023-04,Newton,,,,,,,,,,,41.0,,66.0,92.0,100.0,96.0,,,,,53.0,,78.0,,100.0,100.0,,,,,,,,,,,,,98.0,90.0,91.0,96.0,,,,97.0,,,,,,,,,,,,,,,,,,,,,2023,4,47871,46993,878,1.8,2.4
2023-04,Revere,,,,,,,,,,,6.0,86.0,85.0,91.0,93.0,47.0,88.0,99.0,93.0,,16.0,99.0,99.0,,98.0,58.00000000000000,99.0,,,94.0,,,,,,,,,80.0,82.0,64.0,81.0,99.0,,,74.0,96.0,94.0,73.0,96.0,97.0,,,81.0,,,,,83.0,78.0,,81.0,96.0,91.0,,94.0,2023,4,28494,27818,676,2.4,2.4
2023-04,Wellesley,,,,,,,,,,,33.0,100.0,78.0,,92.0,82.0,,97.0,,,42.0,99.0,91.0,,100.0,91.0,,,,,,,,,,,,,,81.0,72.0,68.0,,,,89.0,,98.0,89.0,88.0,,,,97.0,,,,,92.0,91.0,,,,,,,2023,4,13428,13146,282,2.1,2.4